featureid	s69	s70	s71	s75	s76	s77
ENSG00000261092	0	0	0	0	0	0
ENSG00000261093	0	0	0	0	0	0
ENSG00000261094	80	34	51	84	34	46
ENSG00000261095	0	0	0	0	0	0
ENSG00000261096	12	4	10	18	12	10
ENSG00000261097	7	3	2	2	0	2
ENSG00000261098	47	15	33	59	26	45
ENSG00000261101	10	6	3	12	6	6
ENSG00000261102	0	0	0	0	0	0
ENSG00000261103	0	0	0	0	0	0
ENSG00000261104	0	0	0	0	0	0
ENSG00000261105	0	1	0	1	0	0
ENSG00000261108	0	0	0	0	0	0
ENSG00000261111	0	0	0	0	0	0
ENSG00000261113	8	4	3	1	3	1
ENSG00000261114	6	3	7	17	9	7
ENSG00000261115	24	21	20	22	6	17
ENSG00000261116	0	0	0	0	0	0
ENSG00000261117	1	0	0	0	0	0
ENSG00000261118	9	5	5	22	4	7
ENSG00000261120	0	1	1	0	1	0
ENSG00000261121	0	0	0	0	0	0
ENSG00000261122	0	0	0	0	0	0
ENSG00000261123	12	4	7	3	2	2
ENSG00000261124	2	0	1	0	1	0
ENSG00000261126	39	18	16	25	16	16
ENSG00000261127	0	0	0	0	0	0
ENSG00000261129	0	0	0	0	0	0
ENSG00000261130	0	0	0	0	0	0
ENSG00000261131	0	0	0	0	0	0
ENSG00000261135	55	20	22	49	16	21
ENSG00000261136	72	45	43	98	35	49
ENSG00000261140	14	3	7	18	9	6
ENSG00000261141	2	2	1	0	1	6
ENSG00000261143	0	3	2	0	2	1
ENSG00000261144	0	0	0	0	0	0
ENSG00000261145	0	0	0	0	0	0
ENSG00000261146	0	0	0	0	0	0
ENSG00000261147	47	22	32	29	8	9
ENSG00000261150	1	2	2	2	3	8
ENSG00000261151	0	0	0	0	0	0
ENSG00000261153	0	0	0	0	0	0
ENSG00000261154	0	0	0	0	0	0
ENSG00000261156	0	0	0	0	0	0
ENSG00000261158	0	0	0	1	0	0
ENSG00000261159	31	14	16	48	13	16
ENSG00000261161	0	0	0	0	0	0
ENSG00000261166	0	0	0	0	0	0
ENSG00000261167	84	36	54	65	23	56
ENSG00000261168	3	5	2	5	2	3
ENSG00000261170	0	0	0	1	0	0
ENSG00000261172	0	0	0	0	0	0
ENSG00000261173	9	5	3	4	1	2
ENSG00000261174	0	0	0	0	0	0
ENSG00000261175	0	0	0	0	0	0
ENSG00000261176	0	0	0	0	0	0
ENSG00000261177	0	0	0	0	0	0
ENSG00000261178	0	0	0	0	0	0
ENSG00000261181	0	0	0	0	0	0
ENSG00000261182	0	0	0	0	0	0
ENSG00000261183	1	2	1	4	0	0
ENSG00000261184	0	0	0	0	0	0
ENSG00000261186	9	5	10	1	2	3
ENSG00000261187	1	1	2	2	0	1
ENSG00000261188	123	55	67	114	49	60
ENSG00000261189	0	0	0	1	1	1
ENSG00000261190	0	0	0	0	0	0
ENSG00000261191	0	0	0	0	0	0
ENSG00000261192	0	0	0	0	0	0
ENSG00000261193	0	1	0	0	0	0
ENSG00000261194	0	0	0	0	0	0
ENSG00000261195	0	0	0	0	0	1
ENSG00000261196	0	0	0	0	0	0
ENSG00000261197	0	0	0	0	0	0
ENSG00000261198	0	0	0	0	0	0
ENSG00000261199	0	0	0	0	0	0
ENSG00000261200	4	0	2	4	1	5
ENSG00000261202	6	1	4	9	2	2
ENSG00000261203	0	0	0	0	0	0
ENSG00000261204	5	1	2	5	2	4
ENSG00000261205	0	0	0	0	0	0
ENSG00000261206	0	0	0	0	0	0
ENSG00000261207	7	2	3	12	3	7
ENSG00000261208	0	0	0	0	0	1
ENSG00000261209	0	0	0	0	0	0
ENSG00000261210	0	0	0	0	0	0
ENSG00000261211	0	1	1	0	0	1
ENSG00000261212	0	0	0	0	0	0
ENSG00000261213	0	0	0	0	0	0
ENSG00000261215	16	14	17	39	15	20
ENSG00000261216	0	0	1	0	0	1
ENSG00000261217	0	0	0	0	0	0
ENSG00000261218	0	0	0	0	0	0
ENSG00000261219	0	0	0	1	0	0
ENSG00000261220	19	12	11	18	1	12
ENSG00000261221	665	271	359	865	302	572
ENSG00000261222	0	0	0	0	0	0
ENSG00000261226	96	43	43	111	35	59
ENSG00000261227	0	0	0	0	0	0
ENSG00000261229	2	0	3	1	2	1
ENSG00000261231	1	0	0	0	0	0
ENSG00000261232	0	0	0	0	0	0
ENSG00000261233	0	0	0	0	0	0
ENSG00000261234	0	0	0	0	0	0
ENSG00000261235	0	0	0	0	0	0
ENSG00000261236	6726	3045	3257	6059	2595	3941
ENSG00000261238	0	0	0	0	0	0
ENSG00000261239	1	0	1	3	0	1
ENSG00000261240	2	1	0	3	1	1
ENSG00000261241	0	0	0	0	0	0
ENSG00000261242	2	1	2	2	0	1
ENSG00000261243	0	0	0	1	0	1
ENSG00000261244	0	1	0	0	0	0
ENSG00000261245	0	0	0	0	0	0
ENSG00000261247	6	0	0	3	1	2
ENSG00000261248	0	0	0	1	0	0
ENSG00000261249	0	0	0	0	0	0
ENSG00000261250	0	0	0	0	0	0
ENSG00000261251	26	10	7	22	10	13
ENSG00000261253	0	0	0	2	0	1
ENSG00000261257	0	0	0	0	0	0
ENSG00000261259	0	0	0	0	0	0
ENSG00000261260	0	0	0	0	0	0
ENSG00000261261	0	0	0	0	0	0
ENSG00000261263	0	0	0	0	0	0
ENSG00000261265	0	0	0	0	0	0
ENSG00000261266	10	0	3	9	4	5
ENSG00000261267	0	0	0	0	0	1
ENSG00000261268	0	0	0	0	0	0
ENSG00000261269	0	0	0	0	0	0
ENSG00000261270	7	4	5	0	0	5
ENSG00000261272	0	0	0	0	0	0
ENSG00000261273	0	0	0	0	0	0
ENSG00000261274	0	0	0	0	0	0
ENSG00000261275	0	0	0	0	0	0
ENSG00000261276	0	0	0	0	0	0
ENSG00000261277	0	0	0	0	0	0
ENSG00000261278	0	0	0	0	0	0
ENSG00000261279	10	25	11	29	9	14
ENSG00000261281	0	0	0	0	0	0
ENSG00000261282	0	0	0	0	0	0
ENSG00000261284	0	0	0	0	0	0
ENSG00000261285	0	0	0	0	0	0
ENSG00000261286	16	8	14	19	7	6
ENSG00000261288	0	0	0	0	0	0
ENSG00000261289	0	0	0	0	0	0
ENSG00000261290	0	0	0	0	0	0
ENSG00000261291	0	1	0	0	0	0
ENSG00000261292	0	0	0	0	0	0
ENSG00000261293	0	0	0	0	0	0
ENSG00000261294	1	1	3	2	0	5
ENSG00000261295	0	0	0	0	0	0
ENSG00000261296	0	0	0	0	0	0
ENSG00000261298	1	0	0	1	0	0
ENSG00000261299	0	0	0	0	0	0
ENSG00000261302	3	1	1	1	1	0
ENSG00000261303	0	0	0	1	0	0
ENSG00000261304	0	0	0	0	0	0
ENSG00000261305	34	17	19	47	10	20
ENSG00000261307	0	0	0	0	0	0
ENSG00000261308	11	6	5	24	11	21
ENSG00000261310	0	0	0	0	0	0
ENSG00000261312	0	0	0	0	0	0
ENSG00000261313	0	0	0	0	0	0
ENSG00000261314	0	0	0	0	0	0
ENSG00000261315	0	0	0	1	0	0
ENSG00000261316	0	0	0	0	0	0
ENSG00000261317	19	12	1	0	4	21
ENSG00000261318	0	0	0	0	0	0
ENSG00000261319	0	0	0	0	0	0
ENSG00000261320	13	5	3	11	2	3
ENSG00000261324	60	33	33	78	31	48
ENSG00000261325	0	0	0	0	0	1
ENSG00000261326	163	69	89	204	74	93
ENSG00000261327	0	0	0	0	0	0
ENSG00000261329	0	0	2	0	0	0
ENSG00000261330	0	0	0	0	0	0
ENSG00000261332	1	0	0	0	0	1
ENSG00000261333	0	0	0	0	0	0
ENSG00000261334	0	0	0	0	0	0
ENSG00000261335	18	6	3	5	1	0
ENSG00000261336	0	0	0	1	0	0
ENSG00000261338	28	19	28	45	12	34
ENSG00000261340	0	0	0	0	0	0
ENSG00000261341	0	1	3	2	0	0
ENSG00000261342	68	25	25	50	15	23
ENSG00000261346	1	0	0	1	0	0
ENSG00000261347	0	0	0	0	0	0
ENSG00000261348	0	0	0	0	0	0
ENSG00000261349	14	10	12	22	8	10
ENSG00000261350	0	0	0	0	0	0
ENSG00000261351	85	33	35	96	46	60
ENSG00000261353	0	0	0	0	0	0
ENSG00000261356	0	0	0	0	0	0
ENSG00000261357	0	2	1	4	0	0
ENSG00000261359	2	0	2	0	1	0
ENSG00000261360	36	18	18	39	8	15
ENSG00000261362	0	0	0	0	0	0
ENSG00000261363	0	0	0	0	0	0
ENSG00000261364	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	0	0
ENSG00000261366	15	5	6	10	2	8
ENSG00000261367	2	0	1	0	0	0
ENSG00000261368	0	0	0	0	0	0
ENSG00000261369	0	0	0	0	0	0
ENSG00000261371	848	430	526	1591	690	1132
ENSG00000261373	948	404	471	702	334	482
ENSG00000261375	4	0	17	0	0	0
ENSG00000261376	0	0	0	0	0	0
ENSG00000261377	183	94	100	173	62	93
ENSG00000261379	1	0	0	0	0	0
ENSG00000261382	0	0	0	0	0	0
ENSG00000261384	0	0	0	0	0	0
ENSG00000261385	0	0	0	0	0	0
ENSG00000261386	12	1	5	8	0	4
ENSG00000261390	0	1	0	1	0	0
ENSG00000261391	0	0	0	0	0	0
ENSG00000261392	0	0	0	1	0	0
ENSG00000261393	0	0	0	0	0	3
ENSG00000261394	0	0	0	0	0	0
ENSG00000261395	0	0	0	0	0	0
ENSG00000261396	1	0	0	4	0	5
ENSG00000261397	0	0	0	0	0	0
ENSG00000261398	0	0	0	0	0	0
ENSG00000261399	0	0	1	1	0	0
ENSG00000261400	0	0	0	0	0	0
ENSG00000261401	0	0	0	0	0	0
ENSG00000261402	0	0	0	0	0	0
ENSG00000261403	0	0	0	0	0	0
ENSG00000261404	2	0	1	0	0	1
ENSG00000261405	0	0	0	0	0	0
ENSG00000261407	0	0	0	0	0	0
ENSG00000261408	151	58	54	151	68	89
ENSG00000261409	0	0	0	0	0	0
ENSG00000261410	0	0	0	0	0	0
ENSG00000261411	0	0	0	0	0	0
ENSG00000261416	98	40	58	196	91	105
ENSG00000261418	0	0	0	0	0	0
ENSG00000261419	0	0	0	0	0	0
ENSG00000261420	18	8	10	3	1	2
ENSG00000261421	0	0	0	0	0	0
ENSG00000261423	37	25	22	45	12	24
ENSG00000261424	0	0	0	0	0	0
ENSG00000261426	1	0	1	2	1	1
ENSG00000261427	0	0	0	0	0	0
ENSG00000261428	52	30	26	38	13	37
ENSG00000261429	0	0	0	0	0	0
ENSG00000261430	1	0	0	0	0	0
ENSG00000261431	1	1	1	2	0	1
ENSG00000261432	0	0	0	0	0	0
ENSG00000261433	0	0	1	1	0	1
ENSG00000261434	1	0	0	0	0	0
ENSG00000261435	0	0	1	0	0	0
ENSG00000261436	0	0	0	0	0	0
ENSG00000261437	1	0	2	2	0	1
ENSG00000261438	8	4	7	6	5	2
ENSG00000261439	0	0	0	0	0	0
ENSG00000261440	0	0	0	0	0	0
ENSG00000261441	8	13	10	7	2	2
ENSG00000261442	0	0	0	1	1	0
ENSG00000261444	0	0	0	0	0	0
ENSG00000261445	0	0	0	0	0	0
ENSG00000261446	0	0	0	0	0	0
ENSG00000261447	0	0	0	0	0	0
ENSG00000261448	11	8	9	16	7	6
ENSG00000261449	0	0	1	1	0	0
ENSG00000261451	2	0	2	0	0	4
ENSG00000261453	0	0	0	0	0	0
ENSG00000261455	117	59	74	91	38	67
ENSG00000261456	0	0	0	0	0	0
ENSG00000261457	0	0	0	0	0	0
ENSG00000261458	0	0	0	0	0	0
ENSG00000261459	28	15	0	28	0	0
ENSG00000261460	51	20	45	55	36	51
ENSG00000261461	1	1	0	2	2	3
ENSG00000261462	1	0	0	0	1	2
ENSG00000261465	1	1	1	1	2	0
ENSG00000261466	0	0	0	0	0	0
ENSG00000261467	0	0	0	0	0	0
ENSG00000261468	3	4	4	9	7	8
ENSG00000261469	0	0	0	0	0	0
ENSG00000261470	0	0	0	0	0	0
ENSG00000261471	0	0	0	0	0	0
ENSG00000261472	0	0	0	0	0	0
ENSG00000261474	7	3	6	15	6	2
ENSG00000261475	0	0	0	0	0	0
ENSG00000261476	1	3	3	0	0	0
ENSG00000261478	11	5	1	5	1	1
ENSG00000261480	0	0	0	0	0	0
ENSG00000261481	0	0	1	1	0	0
ENSG00000261482	0	0	0	0	0	0
ENSG00000261485	63	28	35	97	35	30
ENSG00000261486	0	0	0	0	0	0
ENSG00000261487	7	3	1	9	2	6
ENSG00000261488	0	0	0	0	0	0
ENSG00000261489	0	0	0	0	0	0
ENSG00000261490	219	96	112	241	112	141
ENSG00000261491	0	0	0	0	0	0
ENSG00000261496	0	0	0	0	0	0
ENSG00000261497	0	0	0	0	0	0
ENSG00000261498	0	0	0	0	0	0
ENSG00000261499	0	12	4	17	0	13
ENSG00000261501	0	0	0	0	0	0
ENSG00000261502	0	0	0	0	0	0
ENSG00000261504	0	0	0	18	5	4
ENSG00000261505	364	138	171	482	194	235
ENSG00000261507	0	0	0	0	0	0
ENSG00000261509	0	0	0	0	0	0
ENSG00000261511	0	0	0	0	0	0
ENSG00000261512	226	143	110	699	320	639
ENSG00000261513	0	1	1	2	0	4
ENSG00000261514	4	0	0	6	1	0
ENSG00000261515	0	0	0	0	0	0
ENSG00000261517	0	0	0	0	0	0
ENSG00000261519	11	3	7	15	14	17
ENSG00000261520	0	0	0	0	0	0
ENSG00000261522	0	0	0	0	0	0
ENSG00000261523	0	0	0	0	0	0
ENSG00000261524	0	0	1	0	0	0
ENSG00000261526	178	72	81	179	70	85
ENSG00000261527	0	0	0	0	2	0
ENSG00000261528	0	0	1	1	1	0
ENSG00000261529	0	0	0	0	0	0
ENSG00000261532	0	0	0	2	0	1
ENSG00000261534	203	89	99	118	51	58
ENSG00000261535	0	0	0	0	0	0
ENSG00000261536	0	0	0	0	0	0
ENSG00000261537	0	0	0	0	0	0
ENSG00000261538	0	0	0	0	0	0
ENSG00000261540	0	0	0	0	0	0
ENSG00000261541	0	0	0	1	0	0
ENSG00000261542	5	5	4	15	1	2
ENSG00000261543	0	0	0	0	0	0
ENSG00000261544	0	0	0	0	0	0
ENSG00000261546	78	41	42	113	50	75
ENSG00000261548	0	0	0	0	0	0
ENSG00000261549	0	0	0	0	0	0
ENSG00000261552	0	0	0	0	0	0
ENSG00000261553	37	32	16	43	23	33
ENSG00000261554	0	0	0	0	0	0
ENSG00000261555	0	0	0	1	0	0
ENSG00000261556	500	213	254	549	210	281
ENSG00000261557	0	0	0	0	0	0
ENSG00000261558	0	0	0	0	0	0
ENSG00000261559	4	0	0	0	0	1
ENSG00000261560	16	11	9	11	4	11
ENSG00000261561	0	0	0	0	0	0
ENSG00000261564	0	0	0	0	0	0
ENSG00000261566	0	0	0	0	0	0
ENSG00000261568	0	0	0	2	2	0
ENSG00000261569	0	0	0	0	0	0
ENSG00000261570	0	0	0	0	0	0
ENSG00000261572	0	0	0	0	1	0
ENSG00000261573	0	0	0	0	0	0
ENSG00000261574	0	1	0	4	1	0
ENSG00000261575	2	6	1	1	1	1
ENSG00000261578	20	6	5	2	0	5
ENSG00000261580	0	0	0	0	0	0
ENSG00000261581	0	0	0	0	0	0
ENSG00000261582	0	0	2	0	0	5
ENSG00000261583	0	0	0	0	0	0
ENSG00000261584	50	26	26	76	20	17
ENSG00000261586	24	13	14	67	29	47
ENSG00000261587	93	44	61	100	33	61
ENSG00000261588	0	1	0	1	0	0
ENSG00000261590	0	0	0	0	0	0
ENSG00000261592	0	0	0	0	1	0
ENSG00000261593	0	0	0	0	0	0
ENSG00000261594	2	2	1	3	0	2
ENSG00000261595	0	1	0	0	0	0
ENSG00000261596	6	1	2	1	3	1
ENSG00000261598	0	0	0	0	0	0
ENSG00000261599	1	1	2	0	0	0
ENSG00000261600	0	0	0	0	0	0
ENSG00000261602	3	0	0	0	0	0
ENSG00000261603	0	0	0	2	0	0
ENSG00000261604	10	6	18	47	11	7
ENSG00000261606	7	2	3	21	9	16
ENSG00000261607	0	0	0	0	0	0
ENSG00000261608	0	0	0	0	0	0
ENSG00000261609	636	297	298	820	313	487
ENSG00000261610	2	2	0	1	2	1
ENSG00000261611	49	24	45	42	20	67
ENSG00000261612	1	0	0	0	0	0
ENSG00000261613	140	55	61	151	60	63
ENSG00000261614	1	0	2	2	0	1
ENSG00000261615	0	0	0	0	0	0
ENSG00000261616	0	1	1	0	1	0
ENSG00000261617	0	0	0	1	0	0
ENSG00000261618	0	0	0	0	0	0
ENSG00000261620	0	0	0	0	0	0
ENSG00000261621	0	0	0	0	0	0
ENSG00000261622	0	0	0	0	0	0
ENSG00000261623	1	0	0	0	0	0
ENSG00000261624	0	0	0	0	0	0
ENSG00000261625	0	1	1	0	1	0
ENSG00000261627	0	0	0	0	0	0
ENSG00000261628	0	0	0	0	1	0
ENSG00000261629	0	0	0	0	0	0
ENSG00000261630	0	0	0	0	0	0
ENSG00000261632	0	0	0	0	0	0
ENSG00000261633	0	0	0	0	0	0
ENSG00000261634	1	0	0	2	0	0
ENSG00000261635	0	0	0	0	0	0
ENSG00000261636	0	0	0	0	0	0
ENSG00000261637	0	0	0	0	0	0
ENSG00000261638	0	0	0	0	0	0
ENSG00000261641	59	0	13	65	37	25
ENSG00000261642	0	0	0	0	0	0
ENSG00000261643	13	3	9	33	17	10
ENSG00000261644	3	2	1	4	0	2
ENSG00000261645	1	0	0	0	2	1
ENSG00000261646	1	0	0	1	0	1
ENSG00000261647	0	0	0	0	0	0
ENSG00000261648	0	0	0	0	0	0
ENSG00000261649	1	0	1	3	1	3
ENSG00000261650	0	0	0	0	0	0
ENSG00000261651	0	0	0	0	0	0
ENSG00000261652	2	3	1	6	3	2
ENSG00000261653	0	0	0	0	0	0
ENSG00000261654	15	9	11	28	12	15
ENSG00000261655	0	0	0	0	0	0
ENSG00000261656	0	0	0	0	0	1
ENSG00000261659	75	41	17	51	12	37
ENSG00000261662	4	1	7	11	7	3
ENSG00000261663	14	5	7	20	10	11
ENSG00000261664	0	0	0	0	0	0
ENSG00000261665	0	0	0	0	0	0
ENSG00000261666	0	0	0	0	0	0
ENSG00000261667	0	0	0	0	0	0
ENSG00000261668	2	2	0	4	1	1
ENSG00000261669	0	0	2	1	0	0
ENSG00000261670	3	4	2	5	1	2
ENSG00000261671	0	0	0	0	0	0
ENSG00000261672	0	0	0	0	0	0
ENSG00000261673	0	0	0	1	0	0
ENSG00000261675	0	0	0	0	0	0
ENSG00000261678	8	8	1	2	2	1
ENSG00000261679	0	0	0	0	0	0
ENSG00000261680	0	0	0	0	0	0
ENSG00000261682	0	0	0	0	0	0
ENSG00000261683	0	0	0	0	0	0
ENSG00000261684	0	0	0	1	1	0
ENSG00000261687	2	0	0	0	1	0
ENSG00000261689	0	0	0	0	0	0
ENSG00000261691	0	0	0	0	0	0
ENSG00000261692	0	0	0	0	0	1
ENSG00000261693	13	2	7	10	2	5
ENSG00000261695	0	0	0	0	0	0
ENSG00000261696	0	0	0	0	0	0
ENSG00000261697	2	0	0	0	0	0
ENSG00000261701	0	0	0	0	0	0
ENSG00000261702	0	0	0	0	0	0
ENSG00000261703	0	0	0	0	0	0
ENSG00000261704	0	0	0	0	0	0
ENSG00000261706	0	0	0	0	0	0
ENSG00000261707	0	0	2	0	3	0
ENSG00000261708	0	0	0	0	0	0
ENSG00000261709	0	0	0	0	0	0
ENSG00000261710	0	0	0	0	0	0
ENSG00000261711	0	0	0	0	0	0
ENSG00000261713	0	0	0	0	0	0
ENSG00000261714	0	0	0	1	0	0
ENSG00000261715	0	0	0	0	0	0
ENSG00000261716	219	104	113	244	75	105
ENSG00000261717	9	3	0	2	3	3
ENSG00000261719	0	0	0	0	0	0
ENSG00000261720	0	0	0	0	0	0
ENSG00000261722	0	0	0	0	0	0
ENSG00000261723	4	0	0	0	1	0
ENSG00000261725	0	0	0	0	0	0
ENSG00000261727	0	0	0	0	0	0
ENSG00000261728	0	0	0	0	0	0
ENSG00000261729	0	0	0	0	0	0
ENSG00000261730	0	0	0	0	0	0
ENSG00000261731	5	3	4	8	2	4
ENSG00000261732	112	38	55	72	23	79
ENSG00000261734	0	0	0	0	1	0
ENSG00000261736	0	0	0	0	0	0
ENSG00000261737	17	7	15	13	1	9
ENSG00000261738	0	0	0	0	0	0
ENSG00000261739	12	3	1	23	6	9
ENSG00000261740	1863	940	1210	1835	847	1189
ENSG00000261741	0	0	0	0	0	0
ENSG00000261742	0	0	0	0	0	0
ENSG00000261743	0	0	0	0	0	0
ENSG00000261744	1	2	0	7	1	1
ENSG00000261745	0	0	0	0	0	0
ENSG00000261747	0	0	0	0	0	0
ENSG00000261748	0	0	0	0	0	0
ENSG00000261749	0	0	0	0	0	0
ENSG00000261751	0	0	1	0	0	0
ENSG00000261752	0	0	0	0	0	0
ENSG00000261754	31	13	15	12	6	8
ENSG00000261757	0	0	0	0	0	0
ENSG00000261758	1	1	1	3	2	2
ENSG00000261759	0	0	0	0	0	0
ENSG00000261760	0	0	0	0	0	1
ENSG00000261761	0	0	0	0	0	0
ENSG00000261762	163	98	115	212	78	114
ENSG00000261763	0	0	0	0	0	0
ENSG00000261764	0	0	0	0	0	0
ENSG00000261765	0	0	0	0	0	0
ENSG00000261766	6	3	4	4	3	1
ENSG00000261770	5	4	3	6	4	3
ENSG00000261771	11	0	0	25	26	13
ENSG00000261773	0	1	0	3	0	3
ENSG00000261774	0	0	0	0	0	0
ENSG00000261775	1	1	0	1	0	3
ENSG00000261776	0	0	0	0	0	0
ENSG00000261777	24	12	9	25	9	13
ENSG00000261778	0	0	0	0	0	0
ENSG00000261779	3	1	0	0	0	0
ENSG00000261780	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0
ENSG00000261782	0	0	0	0	0	0
ENSG00000261783	3	2	0	1	3	2
ENSG00000261786	47	19	32	72	22	39
ENSG00000261787	6	2	2	2	2	1
ENSG00000261789	0	0	0	0	0	0
ENSG00000261790	0	0	0	0	0	0
ENSG00000261792	0	0	0	0	0	1
ENSG00000261793	0	0	0	0	0	0
ENSG00000261794	55	27	28	67	21	34
ENSG00000261795	0	0	0	0	0	0
ENSG00000261796	1372	582	710	2928	1572	1570
ENSG00000261797	0	0	0	0	0	0
ENSG00000261798	17	7	10	8	3	9
ENSG00000261799	147	75	93	188	75	127
ENSG00000261800	0	0	0	0	0	0
ENSG00000261801	406	197	188	288	130	204
ENSG00000261802	0	0	0	0	0	0
ENSG00000261803	0	0	0	0	0	0
ENSG00000261804	0	0	0	0	0	0
ENSG00000261807	0	0	0	0	0	0
ENSG00000261809	0	0	0	0	0	0
ENSG00000261810	0	0	0	0	0	0
ENSG00000261811	0	0	0	0	0	0
ENSG00000261812	2	0	0	0	0	0
ENSG00000261813	0	0	0	0	0	0
ENSG00000261815	0	0	0	0	0	0
ENSG00000261816	0	0	0	0	0	0
ENSG00000261817	0	0	0	0	0	0
ENSG00000261818	0	0	0	0	0	0
ENSG00000261819	1	1	0	1	2	2
ENSG00000261820	0	0	0	0	0	0
ENSG00000261821	0	0	0	0	0	2
ENSG00000261822	0	1	0	2	2	0
ENSG00000261823	0	0	1	0	0	0
ENSG00000261824	74	28	38	52	23	44
ENSG00000261826	0	0	0	0	0	0
ENSG00000261829	0	0	1	2	0	0
ENSG00000261831	0	0	0	0	0	0
ENSG00000261832	192	92	130	281	174	295
ENSG00000261833	0	0	0	0	0	0
ENSG00000261834	0	0	0	0	0	0
ENSG00000261835	0	0	0	0	0	0
ENSG00000261837	0	0	0	0	0	0
ENSG00000261838	0	0	0	0	0	0
ENSG00000261839	8	3	5	4	5	3
ENSG00000261840	72	34	33	52	21	37
ENSG00000261842	0	0	0	0	0	1
ENSG00000261845	0	0	0	0	0	0
ENSG00000261848	0	0	0	0	0	1
ENSG00000261856	0	0	0	0	0	0
ENSG00000261857	6	0	0	1	5	2
ENSG00000261863	0	0	0	0	0	0
ENSG00000261864	0	0	0	0	0	3
ENSG00000261866	0	0	0	0	0	0
ENSG00000261868	2	0	1	0	0	1
ENSG00000261872	0	0	0	1	0	0
ENSG00000261873	0	0	0	0	0	0
ENSG00000261879	36	17	32	33	14	27
ENSG00000261882	0	0	0	0	0	0
ENSG00000261884	352	160	170	196	118	120
ENSG00000261886	2	1	2	0	1	0
ENSG00000261888	0	0	0	4	1	5
ENSG00000261889	4	1	1	3	2	5
ENSG00000261898	3	0	2	0	0	0
ENSG00000261904	0	0	0	0	0	0
ENSG00000261914	0	0	0	0	0	0
ENSG00000261915	16	6	17	48	7	9
ENSG00000261916	0	0	0	0	0	1
ENSG00000261924	16	2	6	39	8	28
ENSG00000261934	2	0	1	0	0	0
ENSG00000261938	7	3	0	6	1	0
ENSG00000261939	0	0	0	0	0	0
ENSG00000261949	3	0	0	0	0	0
ENSG00000261959	1	1	1	2	1	0
ENSG00000261963	0	0	0	0	0	0
ENSG00000261965	0	0	0	0	0	0
ENSG00000261970	0	0	0	0	0	0
ENSG00000261971	410	224	205	379	176	245
ENSG00000261976	0	0	0	0	0	0
ENSG00000261978	0	0	0	0	0	0
ENSG00000261987	0	0	0	0	0	0
ENSG00000261996	68	27	33	70	32	54
ENSG00000261997	0	0	2	0	1	1
ENSG00000262000	0	0	0	0	0	0
ENSG00000262001	22	6	14	125	33	77
ENSG00000262003	0	0	0	0	0	0
ENSG00000262006	0	0	0	0	0	0
ENSG00000262008	0	0	0	0	0	0
ENSG00000262011	0	0	0	0	0	0
ENSG00000262020	0	0	0	0	0	0
ENSG00000262031	0	0	0	0	0	0
ENSG00000262038	0	0	0	0	0	0
ENSG00000262039	1	1	1	0	0	0
ENSG00000262048	0	0	0	0	0	0
ENSG00000262049	286	109	137	255	93	130
ENSG00000262050	12	2	4	6	2	3
ENSG00000262052	0	0	0	1	0	0
ENSG00000262061	1	0	0	2	0	0
ENSG00000262067	0	0	0	0	0	0
ENSG00000262074	4	2	1	2	0	4
ENSG00000262075	5	0	2	0	1	3
ENSG00000262079	1	0	0	0	0	0
ENSG00000262081	0	0	0	0	0	0
ENSG00000262085	0	0	0	0	0	0
ENSG00000262089	7	7	8	14	7	7
ENSG00000262090	0	0	0	0	0	0
ENSG00000262094	22	14	11	23	9	13
ENSG00000262095	0	0	0	0	0	0
ENSG00000262096	0	0	0	0	1	0
ENSG00000262097	0	0	0	0	0	0
ENSG00000262098	0	0	0	0	0	0
ENSG00000262099	0	0	0	0	0	0
ENSG00000262106	0	0	0	0	0	0
ENSG00000262107	0	0	0	0	0	0
ENSG00000262112	0	0	0	0	0	0
ENSG00000262115	1	0	0	1	0	0
ENSG00000262116	0	0	0	0	0	0
ENSG00000262117	1	0	0	3	1	1
ENSG00000262118	0	0	0	0	0	0
ENSG00000262119	1	0	0	0	0	1
ENSG00000262120	0	0	0	0	0	0
ENSG00000262133	0	0	0	0	0	0
ENSG00000262135	0	0	0	0	0	0
ENSG00000262136	0	2	0	0	3	2
ENSG00000262140	0	0	0	0	1	1
ENSG00000262141	0	0	0	0	0	0
ENSG00000262147	1	2	0	4	4	3
ENSG00000262151	0	0	0	0	0	0
ENSG00000262152	2	0	1	1	2	1
ENSG00000262154	0	0	0	0	0	0
ENSG00000262155	15	5	5	16	7	5
ENSG00000262158	0	0	0	0	0	0
ENSG00000262160	408	114	141	980	257	476
ENSG00000262165	1	0	1	0	0	1
ENSG00000262171	2	0	1	4	1	0
ENSG00000262172	8	2	3	6	5	1
ENSG00000262179	0	0	0	0	0	0
ENSG00000262180	3	2	2	9	1	2
ENSG00000262181	0	0	0	0	0	0
ENSG00000262185	4	1	1	2	1	0
ENSG00000262187	0	0	0	0	0	0
ENSG00000262188	0	1	1	3	2	4
ENSG00000262198	0	0	0	0	0	0
ENSG00000262202	5	2	0	5	1	3
ENSG00000262209	0	1	0	1	0	0
ENSG00000262211	4	0	0	0	0	0
ENSG00000262213	0	0	0	0	0	0
ENSG00000262222	35	4	11	24	18	11
ENSG00000262223	0	0	1	0	0	0
